OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,DepDel15,WindSpeed,SeaLevelPressure,HourlyPrecip
RDU,3,31,6,4,FL,ATL,0,0,30,0
MDW,3,15,17,2,WN,PHL,0,10,29,0
MSP,3,15,17,2,DL,IND,1,5,29,0
LAX,3,7,17,1,DL,HNL,1,14,29,0
MSP,3,5,9,6,DL,LAS,0,11,29,0
LAX,3,20,14,7,AS,SEA,0,10,29,0
PDX,3,13,11,7,WN,PHX,0,5,30,0
ORD,3,11,19,5,UA,DEN,0,8,29,0
IAH,3,5,17,6,OO,SAT,0,5,29,0
LAX,3,26,15,6,WN,LAS,0,10,29,0
MSP,3,30,17,3,OO,STL,0,8,29,0
PHX,3,9,19,3,WN,SJC,1,14,29,0
JFK,3,8,16,2,DL,BOS,0,15,30,0
SEA,3,1,22,2,DL,ATL,0,14,30,0
SFO,3,15,14,2,OO,SEA,0,3,29,0
STL,3,21,10,1,WN,HOU,0,10,30,0
SFO,3,14,14,1,AA,LAX,1,0,30,0
SFO,3,6,12,7,OO,PDX,0,9,30,0
ORD,3,14,6,1,MQ,CMH,0,7,30,0
JFK,3,30,19,3,9E,PHL,0,6,30,0
MSP,3,31,6,4,WN,MKE,0,6,29,0
SNA,3,2,15,3,UA,DEN,0,7,29,0
BOS,3,26,9,6,UA,IAD,0,11,30,0
DCA,3,15,11,2,US,CLT,0,7,30,0
RDU,3,9,15,3,FL,ATL,0,10,29,0
CLT,3,9,17,3,DL,ATL,0,8,30,0
LGA,3,11,21,5,MQ,BNA,1,15,30,0
MSY,3,6,15,7,WN,MCO,0,20,29,0
LAX,3,24,14,4,OO,SAN,0,15,29,0
PHX,3,21,11,1,WN,MDW,1,5,29,0
SFO,3,30,12,3,VX,ORD,0,3,30,0
ATL,3,9,12,3,DL,MCO,0,8,30,0
PHX,3,25,6,5,AA,DFW,0,3,29,0
PVD,3,17,7,4,WN,BWI,1,5,29,0
AUS,3,7,18,1,AS,SEA,0,0,30,0
OKC,3,26,15,6,WN,DAL,0,0,30,0
LAX,3,27,6,7,OO,SEA,0,3,29,0
OGG,3,15,11,2,AS,PDX,0,18,29,0
RSW,3,4,11,5,B6,EWR,0,9,29,0
BWI,3,10,12,4,FL,FLL,0,6,30,0
BUR,3,12,9,6,OO,PDX,0,0,29,0
LAS,3,10,14,4,WN,BNA,1,3,29,0
LAX,3,11,23,5,UA,CLE,1,5,29,0
LAS,3,1,16,2,WN,STL,1,13,29,0
SEA,3,2,15,3,AS,SFO,0,6,30,0
LGA,3,10,16,4,AA,MIA,0,22,30,0
SAN,3,4,13,5,DL,ATL,0,8,29,0
BNA,3,16,17,3,WN,BWI,0,13,29,0
MDW,3,30,15,3,WN,TPA,0,11,29,0
CLT,3,9,22,3,US,TPA,0,8,30,0
SEA,3,3,10,4,AS,IAH,0,3,30,0
SAT,3,16,6,3,WN,STL,0,6,29,0
HOU,3,28,7,1,WN,BWI,0,3,30,0
CLT,3,25,9,5,US,FLL,0,10,30,0
JAX,3,29,10,2,WN,BWI,0,11,30,0
SAT,3,13,11,7,WN,LAS,0,10,29,0
SDF,3,30,14,3,MQ,MIA,0,9,30,0
MIA,3,25,16,5,MQ,ATL,0,14,30,0
CLT,3,14,11,1,US,RDU,0,11,29,0
IAH,3,18,14,5,UA,SEA,0,10,29,0
CLE,3,16,17,3,EV,BNA,0,13,29,0
AUS,3,20,7,7,AA,LAX,0,0,30,0
ORD,3,1,13,2,UA,LAX,0,18,29,0
PDX,3,9,11,3,OO,SEA,0,0,30,0
DCA,3,3,12,4,WN,STL,0,0,30,0
FLL,3,19,8,6,B6,DCA,0,10,29,0
BUR,3,8,14,2,WN,LAS,0,8,29,0
CLT,3,4,12,5,EV,ORD,0,3,30,0
DAL,3,4,10,5,WN,SAT,0,11,29,0
LAS,3,18,17,5,WN,SAN,1,6,29,0
SFO,3,28,13,1,UA,EWR,1,18,29,0
JFK,3,21,6,1,B6,FLL,0,7,30,0
JFK,3,15,20,2,9E,IAD,0,0,30,0
SFO,3,9,9,3,UA,IAD,0,3,29,0
IAH,3,2,13,3,DL,ATL,0,6,29,0
CLT,3,31,11,4,US,MIA,0,10,30,0
MDW,3,17,12,4,9E,DTW,0,17,29,0
LGA,3,25,8,5,EV,BNA,0,16,30,0
AUS,3,13,15,7,UA,SFO,0,8,30,0
DTW,3,21,17,1,EV,ORD,1,15,29,0
LAS,3,9,6,3,UA,DEN,0,11,29,0
ORD,3,30,10,3,UA,SEA,0,8,30,0
MCO,3,19,15,6,US,CLT,0,6,29,0
PHX,3,13,6,7,AA,DFW,0,7,29,0
OKC,3,24,10,4,DL,ATL,0,16,30,0
LAX,3,24,9,4,AA,LAS,0,7,30,0
LGA,3,10,15,4,AA,DFW,0,20,30,0
BOS,3,6,6,7,DL,MSP,0,13,29,0
BOS,3,28,18,1,WN,MKE,0,16,30,0
CMH,3,11,17,5,US,CLT,0,8,30,0
ATL,3,24,17,4,DL,ORD,0,7,30,0
OAK,3,1,8,2,B6,LGB,0,0,30,0
EWR,3,29,16,2,UA,BOS,0,7,30,0
PDX,3,9,9,3,AS,ANC,0,0,29,0
CLT,3,4,20,5,US,ORD,0,3,30,0
EWR,3,31,6,4,DL,ATL,0,0,30,0
MDW,3,27,20,7,WN,PVD,1,7,30,0
PDX,3,15,11,2,AS,LAX,0,3,30,0
PHX,3,2,20,3,US,SNA,0,6,29,0
HNL,3,18,14,5,AS,SJC,1,11,29,0
ATL,3,28,21,1,DL,JFK,0,5,30,0
BWI,3,11,17,5,WN,PVD,1,8,29,0
CLT,3,14,13,1,US,BOS,0,14,30,0
OAK,3,13,14,7,WN,SNA,0,9,30,0
SJC,3,30,17,3,WN,PDX,1,13,30,0
MIA,3,24,13,4,AA,JFK,0,10,30,0
PHX,3,12,18,6,OO,LAX,1,8,29,0
CLT,3,13,11,7,US,ORD,0,9,30,0
LAS,3,10,1,4,DL,MSP,0,9,29,0
BNA,3,30,9,3,MQ,ORD,0,8,30,0
SMF,3,1,10,2,AS,SEA,0,6,29,0
ATL,3,22,11,2,AA,DFW,0,0,29,0
SEA,3,12,11,6,AS,STL,0,9,30,0
CMH,3,25,11,5,EV,IAH,0,6,30,0
MKE,3,3,6,4,9E,LGA,0,5,29,0
OGG,3,10,11,4,HA,HNL,1,18,29,0
PHL,3,11,12,5,WN,MDW,1,17,29,0
IAD,3,7,8,1,EV,BUF,0,15,29,0
BDL,3,25,17,5,DL,ATL,0,8,30,0
MEM,3,13,13,7,9E,IND,0,11,30,0
TPA,3,3,7,4,UA,EWR,0,0,30,0
MSP,3,13,15,7,EV,MEM,0,5,30,0
IAD,3,15,6,2,YV,ORD,0,0,30,0
SFO,3,9,10,3,DL,MSP,0,3,29,0
LGA,3,26,7,6,AA,ORD,0,9,30,0
DCA,3,20,19,7,US,LGA,0,3,30,0
SLC,3,3,10,4,WN,PDX,0,10,29,0
BWI,3,12,21,6,WN,PIT,1,10,30,0
ORD,3,17,9,4,AA,TUS,0,8,29,0
MDW,3,15,7,2,WN,DTW,0,6,29,0
SAT,3,27,6,7,AA,DFW,0,3,30,0
ORD,3,10,9,4,UA,LGA,0,3,30,0
IAH,3,24,15,4,UA,SFO,1,3,30,0
BOS,3,4,14,5,US,PHL,0,3,30,0
BOS,3,10,11,4,B6,ORD,0,9,30,0
SAT,3,11,7,5,DL,ATL,1,9,29,0
HOU,3,27,9,7,DL,ATL,0,5,30,0
PHL,3,19,17,6,US,BWI,0,7,29,0
SEA,3,13,7,7,AS,SJC,0,5,30,0
PHX,3,11,16,5,US,SMF,0,0,29,0
SFO,3,29,10,2,US,PHL,0,6,29,0
SEA,3,20,13,7,DL,DTW,1,6,29,0
SEA,3,2,18,3,AS,SFO,0,0,30,0
BUR,3,27,6,7,YV,PHX,0,0,29,0
ATL,3,8,13,2,DL,DFW,0,13,30,0
DAL,3,10,5,4,OO,IAH,0,9,30,0
RDU,3,4,19,5,EV,DTW,0,0,30,0
CLT,3,6,7,7,AA,DFW,0,5,30,0
PDX,3,25,5,5,UA,SFO,0,6,30,0
SAT,3,16,6,3,EV,IAH,0,6,29,0
SAT,3,3,7,4,WN,BWI,0,6,29,0
PHX,3,25,12,5,US,DFW,0,0,29,0
PHX,3,18,21,5,YV,AUS,0,3,29,0
SJC,3,7,12,1,DL,MSP,0,0,29,0
DAL,3,6,10,7,WN,STL,1,14,30,0
MDW,3,31,17,4,WN,STL,1,13,29,0
BWI,3,16,8,3,US,CLT,0,7,29,0
PHL,3,31,7,4,US,SFO,0,0,29,0
ATL,3,31,7,4,DL,RDU,0,7,30,0
LAX,3,19,21,6,DL,JFK,0,0,29,0
SEA,3,27,10,7,DL,SLC,0,7,29,0
BNA,3,23,19,3,WN,EWR,0,0,30,0
CLT,3,25,17,5,US,ATL,0,10,30,0
ATL,3,10,18,4,DL,SAN,0,8,30,0
ATL,3,29,21,2,FL,MCI,0,5,30,0
LAX,3,21,10,1,AA,DFW,0,0,29,0
SLC,3,15,9,2,DL,CVG,0,0,30,0
PIT,3,22,11,2,WN,HOU,0,5,29,0
LGA,3,5,14,6,AA,ORD,0,6,30,0
LAX,3,29,13,2,WN,HOU,0,10,29,0
OAK,3,4,19,5,WN,SLC,1,3,30,0
LAS,3,22,13,2,WN,LAX,0,0,29,0
PHX,3,1,12,2,WN,SLC,0,8,29,0
MKE,3,10,7,4,FL,RSW,0,0,29,0
LAS,3,14,6,1,UA,IAH,0,0,30,0
ORD,3,8,16,2,UA,LGA,0,8,30,0
MSY,3,19,10,6,US,PHL,0,7,30,0
MDW,3,31,16,4,WN,DEN,1,13,29,0
CLT,3,10,16,4,EV,IAH,0,9,29,0
SJU,3,23,19,3,B6,BDL,1,8,29,0
MIA,3,15,19,2,AA,DCA,0,8,29,0
BOS,3,7,13,1,9E,CVG,0,17,29,0
HOU,3,27,8,7,WN,SNA,0,6,29,0
PHX,3,10,16,4,US,SEA,0,6,29,0
IAD,3,9,17,3,EV,SDF,0,11,30,0
MEM,3,20,8,7,DL,LAS,0,8,30,0
SJC,3,10,7,4,AS,PDX,0,10,29,0
JFK,3,16,15,3,AA,SJU,0,5,29,0
CLT,3,24,11,4,US,PHL,0,8,30,0
HNL,3,24,14,4,UA,LAX,0,17,29,0
MDW,3,14,9,1,WN,SMF,0,16,30,0
ATL,3,11,12,5,FL,SJU,0,15,30,0
PBI,3,28,10,1,US,CLT,0,11,30,0
MIA,3,10,20,4,AA,EWR,1,9,29,0
JFK,3,1,18,2,B6,SJC,0,10,29,0
ORD,3,28,15,1,UA,DEN,0,16,30,0
PHL,3,26,11,6,FL,ATL,0,15,30,0
EWR,3,19,6,6,UA,ORD,0,0,29,0
SAN,3,24,17,4,WN,LAS,0,7,30,0
MEM,3,13,11,7,FL,ATL,0,14,30,0
BNA,3,4,10,5,WN,CLE,0,8,30,0
ATL,3,30,21,3,DL,MSP,0,3,30,0
OKC,3,18,8,5,WN,HOU,0,13,30,0
PHL,3,10,20,4,US,DTW,0,13,30,0
SFO,3,25,12,5,OO,PDX,0,5,30,0
ORD,3,6,15,7,UA,EWR,0,13,29,0
JFK,3,15,20,2,UA,LAX,0,0,30,0
ATL,3,22,19,2,DL,CVG,0,0,29,0
EWR,3,23,14,3,EV,MSP,0,7,29,0
PHX,3,22,10,2,US,PDX,0,7,29,0
BWI,3,24,11,4,AA,DFW,0,20,30,0
LAS,3,11,14,5,WN,CMH,0,6,29,0
PHL,3,14,20,1,US,LAX,0,0,30,0
SDF,3,4,19,5,OO,MSP,0,9,30,0
ORD,3,16,8,3,UA,SAN,0,10,29,0
DTW,3,28,13,1,DL,CLT,0,10,29,0
RDU,3,28,14,1,DL,ATL,0,0,30,0
BWI,3,23,20,3,WN,RDU,0,3,29,0
BDL,3,5,9,6,UA,IAD,0,5,30,0
BNA,3,17,17,4,WN,PIT,1,6,29,0
MCO,3,1,15,2,FL,PHL,0,14,30,0
LGB,3,27,20,7,OO,SEA,0,0,29,0
ATL,3,9,19,3,DL,SLC,0,0,30,0
PHX,3,12,15,6,OO,LAX,0,7,29,0
JFK,3,9,8,3,AA,SJU,0,14,30,0
LAS,3,10,22,4,UA,IAD,0,7,29,0
LAX,3,30,8,3,OO,PHX,0,5,30,0
SNA,3,22,7,2,UA,EWR,0,0,29,0
LGA,3,31,6,4,DL,MSP,0,3,30,0
FLL,3,12,11,6,WN,LAS,1,10,30,0
SJC,3,3,18,4,WN,AUS,1,11,29,0
MSP,3,15,13,2,DL,ATL,0,8,29,0
SLC,3,5,9,6,DL,EWR,0,5,30,0
MIA,3,30,10,3,MQ,CLT,0,15,30,0
IAH,3,13,9,7,UA,LAX,0,3,30,0
ORD,3,17,16,4,AA,DFW,1,9,29,0
IAH,3,6,12,7,UA,PIT,0,11,30,0
BNA,3,4,16,5,9E,MSP,0,3,30,0
PDX,3,15,12,2,AS,OGG,0,6,30,0
PHX,3,7,6,1,WN,LAS,0,3,29,0
ORD,3,15,12,2,AA,LAX,0,16,29,0
MCO,3,10,19,4,B6,JFK,1,10,30,0
JFK,3,8,16,2,MQ,ORF,1,15,30,0
MCO,3,26,6,6,B6,LGA,0,5,30,0
AUS,3,8,11,2,WN,LAX,0,3,30,0
SDF,3,13,16,7,WN,LAS,0,9,30,0
LAS,3,23,10,3,OO,SFO,1,3,29,0
MIA,3,11,13,5,AA,TPA,0,7,29,0
SNA,3,22,11,2,AA,DFW,0,0,29,0
RIC,3,2,16,3,MQ,ORD,0,6,30,0
ORD,3,15,12,2,MQ,EWR,0,16,29,0
PDX,3,13,21,7,UA,EWR,0,6,30,0
MDW,3,11,9,5,WN,LAS,1,8,30,0
ATL,3,5,14,6,FL,BWI,0,5,30,0
HNL,3,28,21,1,DL,SLC,0,9,30,0
MCO,3,17,20,4,AA,MIA,0,6,29,0
MIA,3,19,17,6,AA,ORD,0,9,29,0
CLT,3,28,20,1,YV,SDF,0,5,30,0
LGA,3,30,8,3,EV,CLT,0,5,30,0
LAX,3,26,8,6,DL,JFK,0,0,29,0
ORD,3,20,18,7,UA,PIT,0,5,29,0
STL,3,5,15,6,DL,ATL,0,6,29,0
RIC,3,20,7,7,US,CLT,0,0,30,0
SEA,3,2,10,3,WN,OAK,0,5,29,0
DTW,3,12,8,6,DL,MSY,0,0,29,0
EWR,3,30,14,3,UA,SAN,0,10,30,0
LAX,3,9,6,3,OO,SEA,0,8,29,0
SLC,3,26,8,6,OO,LGB,0,3,30,0
DTW,3,2,8,3,DL,SLC,0,3,29,0
RSW,3,1,13,2,AA,DFW,0,10,29,0
LAX,3,23,18,3,WN,SFO,0,9,29,0
LAS,3,9,23,3,DL,JFK,0,9,29,0
ORD,3,20,15,7,AA,LAX,1,11,29,0
SFO,3,5,7,6,UA,IAD,1,5,30,0
ORD,3,6,16,7,EV,BUF,0,16,29,0
DAL,3,17,8,4,WN,HOU,0,5,30,0
LAX,3,11,18,5,OO,SJC,0,14,29,0
IAH,3,10,14,4,AA,MIA,0,7,29,0
MSY,3,7,7,1,WN,HOU,0,15,30,0
DTW,3,17,8,4,9E,ORF,0,5,29,0
DTW,3,6,8,7,MQ,LGA,0,7,29,0
ATL,3,24,10,4,DL,SDF,0,3,30,0
JAX,3,7,17,1,UA,ORD,1,5,29,0
BUR,3,20,14,7,WN,DEN,0,10,29,0
PVD,3,6,10,7,WN,FLL,0,7,29,0
ORD,3,15,19,2,MQ,BNA,1,15,29,0
LGA,3,31,9,4,EV,MEM,0,7,30,0
AUS,3,16,14,3,UA,SFO,0,15,29,0
BNA,3,25,10,5,WN,BWI,0,3,30,0
LGA,3,15,14,2,DL,ATL,0,7,30,0
STL,3,15,6,2,WN,LAS,0,8,29,0
MIA,3,11,11,5,AA,ATL,0,10,30,0
DAL,3,22,8,2,WN,HOU,0,7,30,0
JFK,3,9,10,3,B6,PBI,0,16,30,0
HNL,3,23,22,3,US,PHX,0,3,30,0
RDU,3,17,20,4,YV,IAD,0,13,29,0
SLC,3,29,21,2,DL,SAN,0,0,29,0
JFK,3,10,9,4,AA,LAX,0,17,30,0
MSY,3,31,6,4,WN,DEN,0,11,29,0
IAD,3,4,17,5,YV,IND,0,0,30,0
RDU,3,17,19,4,AA,MIA,0,13,29,0
LAS,3,22,15,2,UA,DEN,0,3,29,0
ATL,3,9,15,3,DL,OMA,0,3,30,0
LAX,3,28,13,1,UA,IAD,1,14,29,0
ATL,3,11,8,5,FL,HOU,0,9,30,0
JFK,3,2,10,3,B6,PBI,0,9,29,0
RDU,3,21,15,1,9E,BWI,0,3,30,0
SJU,3,2,18,3,B6,BOS,0,11,29,0
HNL,3,22,10,2,HA,OGG,0,6,29,0
SNA,3,3,13,4,WN,SJC,0,10,29,0
MIA,3,23,14,3,AA,LAX,0,6,29,0
CLT,3,16,9,3,EV,IAD,0,3,29,0
PHL,3,11,11,5,DL,MSP,1,14,29,0
HOU,3,8,7,2,WN,DAL,0,3,30,0
EWR,3,12,10,6,EV,RDU,0,14,30,0
LAX,3,16,14,3,WN,MDW,0,13,29,0
SFO,3,30,13,3,OO,BUR,0,5,30,0
ATL,3,23,8,3,DL,DTW,0,10,29,0
BWI,3,30,15,3,WN,PHX,0,13,30,0
SFO,3,21,7,1,AS,SEA,0,6,29,0
SFO,3,28,8,1,VX,EWR,0,14,29,0
SAT,3,6,11,7,EV,MSP,1,13,30,0
LAX,3,27,16,7,WN,SMF,1,8,29,0
RDU,3,3,18,4,WN,BNA,0,5,30,0
SFO,3,30,7,3,VX,ORD,0,0,30,0
DTW,3,3,17,4,DL,BOS,0,11,29,0
PHX,3,7,7,1,US,LAX,0,6,29,0
CLE,3,16,20,3,EV,MCI,0,6,29,0
BUR,3,17,10,4,WN,OAK,0,6,29,0
ORD,3,6,15,7,DL,ATL,0,13,29,0
DAL,3,23,13,3,WN,STL,0,0,30,0
CLT,3,13,18,7,US,SLC,0,7,29,0
MSY,3,6,9,7,FL,ATL,0,8,29,0
OMA,3,4,18,5,DL,ATL,0,23,29,0
MSP,3,25,14,5,MQ,LGA,0,14,29,0
ATL,3,17,14,4,DL,SFO,0,9,29,0
ORD,3,6,20,7,UA,SAN,0,9,29,0
HOU,3,4,7,5,WN,MSY,0,0,29,0
DTW,3,6,17,7,DL,MSP,0,14,29,0
LAX,3,3,12,4,OO,SLC,0,15,29,0
JFK,3,31,16,4,MQ,ORF,0,22,29,0
ORD,3,23,9,3,UA,IAH,0,13,29,0
FLL,3,6,8,7,US,CLT,0,3,29,0
MDW,3,8,8,2,WN,EWR,0,0,30,0
PHX,3,13,18,7,WN,OAK,1,8,29,0
PHX,3,22,18,2,US,SAT,0,6,29,0
MSP,3,4,6,5,US,CLT,0,11,29,0
CLT,3,12,18,6,US,SAN,0,5,30,0
LAS,3,13,18,7,WN,MSY,0,10,29,0
JFK,3,17,14,4,B6,MSY,1,10,29,0
DTW,3,7,13,1,9E,CVG,0,18,29,0
SJU,3,11,6,5,B6,FLL,0,0,29,0
MCO,3,16,9,3,WN,BDL,0,0,29,0
EWR,3,27,14,7,EV,ATL,0,18,29,0
IND,3,5,11,6,EV,ORD,0,17,30,0
CLT,3,22,18,2,US,BOS,0,5,29,0
HOU,3,31,9,4,WN,DAL,1,11,29,0
SEA,3,8,12,2,AS,ORD,0,13,29,0
SLC,3,15,9,2,DL,BOS,0,0,30,0
FLL,3,16,13,3,WN,TPA,1,8,29,0
LAX,3,11,12,5,UA,ORD,0,9,30,0
SFO,3,6,11,7,US,PHX,0,5,30,0
SAN,3,25,6,5,AS,PDX,0,3,30,0
PHX,3,15,16,2,WN,SMF,1,13,29,0
BOS,3,27,7,7,DL,SLC,0,11,29,0
PHX,3,1,18,2,WN,SAN,1,7,29,0
FLL,3,25,10,5,WN,SJU,0,6,30,0
CLT,3,20,18,7,US,STL,0,0,30,0
BOS,3,9,7,3,B6,SFO,0,8,30,0
LAX,3,27,8,7,DL,CVG,0,3,29,0
RDU,3,23,14,3,9E,MSP,0,11,29,0
TPA,3,28,8,1,DL,CVG,0,5,30,0
LGA,3,30,17,3,DL,ATL,0,9,30,0
TPA,3,1,12,2,9E,RDU,0,5,30,0
SFO,3,3,11,4,UA,EWR,0,13,30,0
SFO,3,4,8,5,DL,JFK,0,8,30,0
LAS,3,10,6,4,WN,RNO,0,8,29,0
PHX,3,26,7,6,UA,IAH,0,0,30,0
ATL,3,20,13,7,DL,BNA,0,0,30,0
SLC,3,21,17,1,DL,MSP,0,6,30,0
IAH,3,26,18,6,EV,BNA,0,14,30,0
EWR,3,6,7,7,B6,SJU,0,6,29,0
LGA,3,11,14,5,B6,FLL,1,18,30,0
SEA,3,10,10,4,WN,MDW,0,3,30,0
LAS,3,2,12,3,FL,ATL,0,22,29,0
ATL,3,25,8,5,DL,LAX,0,11,30,0
SAT,3,26,15,6,AA,DFW,0,14,30,0
MDW,3,29,20,2,WN,STL,0,7,30,0
PHL,3,26,18,6,US,SAT,0,13,29,0
LAS,3,23,9,3,DL,DTW,0,0,29,0
BNA,3,10,13,4,WN,MDW,0,3,30,0
LAX,3,28,23,1,VX,EWR,0,3,29,0
PHX,3,24,13,4,DL,MSP,0,0,29,0
BOS,3,12,9,6,B6,EWR,0,18,29,0
SEA,3,5,8,6,AS,ORD,0,0,30,0
LAX,3,16,15,3,DL,LAS,0,14,29,0
ORD,3,18,10,5,UA,HNL,1,13,29,0
OAK,3,4,21,5,WN,PDX,1,0,30,0
PIT,3,23,7,3,US,PHX,0,0,29,0
STL,3,10,17,4,FL,ATL,1,8,30,0
ANC,3,18,1,5,US,PHX,0,6,29,0
BWI,3,3,9,4,WN,IND,0,5,30,0
PHX,3,23,7,3,US,PDX,0,7,29,0
RIC,3,21,6,1,EV,ORD,0,0,30,0
MSP,3,6,13,7,9E,CLE,0,5,29,0
SNA,3,8,20,2,WN,OAK,0,5,29,0
LAX,3,24,20,4,VX,SFO,0,10,29,0
DCA,3,1,10,2,UA,ORD,0,3,30,0
ATL,3,1,10,2,FL,FLL,0,6,30,0
PDX,3,8,7,2,AS,LAS,0,5,30,0
JFK,3,7,8,1,B6,HOU,0,16,29,0
ATL,3,20,16,7,DL,BNA,0,5,30,0
SEA,3,5,7,6,DL,JFK,0,0,30,0
LAS,3,3,13,4,WN,SAN,0,7,29,0
BOS,3,4,15,5,B6,DCA,0,5,30,0
SDF,3,22,7,2,WN,BWI,0,0,30,0
SAT,3,16,12,3,WN,TPA,1,10,29,0
LAX,3,26,15,6,UA,SFO,0,10,29,0
MSP,3,9,9,3,DL,PDX,0,11,30,0
DCA,3,11,18,5,B6,FLL,0,9,29,0
ATL,3,11,19,5,DL,CLT,0,6,29,0
LGA,3,30,15,3,AA,ORD,1,8,30,0
CLE,3,23,14,3,OO,IAD,0,16,29,0
PHX,3,11,8,5,HA,HNL,0,0,29,0
MDW,3,25,8,5,WN,SEA,1,8,30,0
CLE,3,15,8,2,MQ,ORD,0,8,30,0
OMA,3,7,11,1,EV,ATL,0,7,30,0
DTW,3,19,17,6,9E,CVG,0,10,29,0
PDX,3,22,5,2,UA,DEN,0,6,30,0
STL,3,14,8,1,WN,BOS,0,7,30,0
EWR,3,27,18,7,EV,RIC,0,10,30,0
MDW,3,27,14,7,F9,DEN,0,16,30,0
IAH,3,2,18,3,US,PHX,0,6,29,0
JFK,3,20,19,7,B6,TPA,0,11,30,0
RDU,3,28,7,1,9E,CVG,0,0,30,0
PHX,3,14,8,1,UA,IAD,0,6,29,0
PHL,3,22,8,2,B6,BOS,0,7,29,0
EWR,3,7,13,1,UA,DFW,0,13,29,0
TPA,3,21,11,1,WN,HOU,0,0,29,0
ATL,3,15,8,2,DL,ORD,0,10,29,0
IAH,3,3,18,4,EV,RIC,1,9,29,0
LAX,3,29,7,2,DL,DTW,0,6,29,0
MCO,3,19,7,6,AA,MIA,0,0,29,0
PHX,3,9,10,3,US,OGG,0,17,29,0
OMA,3,20,18,7,F9,DEN,0,18,29,0
BWI,3,11,10,5,FL,TPA,1,13,29,0
EWR,3,25,20,5,B6,BOS,0,6,30,0
MDW,3,11,8,5,WN,LAS,0,7,30,0
SLC,3,10,8,4,DL,SAN,0,8,29,0
MIA,3,25,8,5,US,CLT,0,7,30,0
ATL,3,17,14,4,WN,MDW,0,7,29,0
SJC,3,1,13,2,WN,LAS,0,6,29,0
PHX,3,30,19,3,WN,SMF,1,7,29,0
CMH,3,30,13,3,WN,PHX,0,5,30,0
RDU,3,4,5,5,EV,EWR,0,3,30,0
DTW,3,31,8,4,9E,OMA,0,13,29,0
MDW,3,11,13,5,WN,PIT,1,8,30,0
IAD,3,24,8,4,EV,LGA,0,10,30,0
HNL,3,28,13,1,HA,OGG,0,10,29,0
SFO,3,21,7,1,UA,SEA,0,6,29,0
MCO,3,19,10,6,AA,DFW,0,11,29,0
BOS,3,9,9,3,UA,IAD,0,16,30,0
ATL,3,28,10,1,US,PHL,0,0,30,0
MCO,3,3,14,4,AA,ORD,1,5,30,0
ORD,3,20,6,7,OO,MKE,0,5,29,0
SFO,3,18,19,5,WN,SNA,1,16,30,0
LAX,3,17,11,4,UA,IAH,0,3,29,0
SAT,3,31,8,4,UA,IAH,0,6,29,0
HNL,3,12,7,6,HA,OGG,0,5,29,0
SFO,3,26,10,6,UA,SEA,0,0,30,0
MEM,3,25,17,5,DL,LAX,0,0,30,0
IAH,3,9,19,3,EV,DTW,0,8,30,0
JFK,3,20,19,7,AA,SEA,0,11,30,0
PHX,3,20,20,7,WN,SAN,1,6,29,0
ATL,3,15,8,2,DL,AUS,0,10,29,0
HOU,3,4,18,5,WN,DEN,1,6,29,0
ATL,3,16,13,3,DL,OKC,0,5,30,0
DAL,3,21,19,1,WN,STL,1,15,30,0
ORD,3,17,9,4,DL,DTW,0,8,29,0
SFO,3,10,14,4,UA,LAX,0,5,29,0
AUS,3,28,11,1,B6,FLL,0,7,29,0
IND,3,1,16,2,EV,EWR,0,10,30,0
MKE,3,3,13,4,FL,DCA,0,11,29,0
LAS,3,8,10,2,AA,JFK,0,0,29,0
ATL,3,11,17,5,DL,PHL,1,13,29,0
SEA,3,13,8,7,US,PHX,0,6,29,0
SJC,3,11,6,5,WN,PHX,0,7,29,0
MIA,3,3,11,4,MQ,MEM,0,6,30,0
IAH,3,2,13,3,UA,ORD,0,6,29,0
IAH,3,23,16,3,AA,DFW,0,5,30,0
IND,3,15,9,2,DL,MSP,0,7,30,0
ATL,3,4,17,5,DL,MCO,0,5,30,0
MSY,3,29,11,2,9E,JFK,0,9,30,0
DTW,3,13,17,7,9E,PVD,0,8,30,0
PDX,3,31,6,4,DL,ATL,0,9,30,0
OMA,3,2,17,3,WN,STL,0,11,29,0
SFO,3,25,13,5,UA,DCA,0,11,30,0
SDF,3,17,6,4,AA,DFW,0,6,29,0
HOU,3,4,14,5,WN,DAL,0,8,29,0
PDX,3,14,21,1,UA,EWR,0,3,30,0
CMH,3,31,18,4,WN,MDW,0,15,29,0
CLT,3,3,16,4,US,LGA,0,6,30,0
CLT,3,7,13,1,YV,IND,1,0,29,0
MSP,3,29,19,2,DL,BWI,0,10,30,0
ORD,3,27,16,7,US,PHL,0,11,29,0
JFK,3,23,20,3,B6,PHX,0,14,29,0
DCA,3,10,13,4,9E,CVG,0,16,29,0
OMA,3,23,11,3,AA,DFW,0,8,29,0
LAX,3,27,6,7,OO,SEA,0,5,29,0
PHL,3,26,9,6,WN,DEN,0,9,30,0
EWR,3,11,16,5,UA,IAH,0,15,30,0
ORD,3,12,13,6,EV,IND,0,9,29,0
LAX,3,26,19,6,WN,SMF,0,3,29,0
SNA,3,18,6,5,DL,ATL,0,0,29,0
DAL,3,21,20,1,WN,HOU,0,13,29,0
ATL,3,17,22,4,DL,FLL,1,8,29,0
ORD,3,17,18,4,UA,ATL,1,7,29,0
